Nama_Bencana,Waktu Kejadian,Jenis,Lat,Lng,Deskripsi,Link Gambar Kejadian,Embed Media,Link Berita Kejadian
Erupsi Gunung Api Ruang,2024-04-17,Erupsi Gunung Api,2.330347,125.382800,"<p><span style=""font-family: helvetica; font-size: medium;"">Berikut ini adalah Video Pencitraan satelit Erupsi Gunung Api RUANG di Sulawesi Utara pada tanggal 17 April 2024</span></p><div class=""separator"" style=""clear: both; text-align: center;""><span style=""font-family: helvetica; font-size: medium;""><object class=""BLOG_video_class"" contentid=""b1e556f9ff50e7aa"" height=""266"" id=""BLOG_video-b1e556f9ff50e7aa"" width=""320""></object></span></div><div><span style=""font-family: helvetica; font-size: medium;"">Letusan Gunung Api RUANG 2024 ini juga indikasinya 4 VEI.&nbsp;</span></div><div><span style=""font-family: helvetica; font-size: medium;"">Keluaran magma ~200 juta m³ DRE (dense-rock equivalent) sejauh ini, dengan keluaran SO₂ ~ 0,3 - 0,5 Tg/300 - 500 ribu ton.</span></div><p><span style=""font-family: helvetica; font-size: medium;"">Ruang SO2 (UTLS) dari Himawari ~0,5 Tg.&nbsp; Tingkat letusan ~ 2 x 10 ^ 9 m ^ 3 / s (VEI ~ 4).&nbsp; Dibandingkan dengan letusan baru-baru ini, ini berada di sisi yang lebih besar.</span><span style=""font-family: helvetica; font-size: large;"">&nbsp;&nbsp;</span></p><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6GGNMKzBl37hlynDaw6kFz0ETFsgZutuxoHJfpMHkkWl5ZPJFXIcGuf6_62YWB_mW9RsFlKo6_4tv1LvVPureNbxOVcbuoowExD48-_upjhArbFa-Rf6tfQFzyVNVRbU91EU3dqgiG2G0dgCy06yUfzp70G7ySRTXXtHnAgGZpaYnmoGyf7yWvdh4bzs/s1800/A1.jfif"" style=""margin-left: 1em; margin-right: 1em;""><span style=""font-family: helvetica; font-size: medium;""><img border=""0"" data-original-height=""1200"" data-original-width=""1800"" height=""213"" src=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6GGNMKzBl37hlynDaw6kFz0ETFsgZutuxoHJfpMHkkWl5ZPJFXIcGuf6_62YWB_mW9RsFlKo6_4tv1LvVPureNbxOVcbuoowExD48-_upjhArbFa-Rf6tfQFzyVNVRbU91EU3dqgiG2G0dgCy06yUfzp70G7ySRTXXtHnAgGZpaYnmoGyf7yWvdh4bzs/s320/A1.jfif"" width=""320"" /></span></a></div><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEipftZi5w_by-29MgJX7d-InC0W3dAQL0sfp62GGWW-U0evpetTSXkbpbynJ0M9h2tgnaMAU4hbXeBBaheHSSM6Yc0OcwTubHeUD6jZwyFA-QIbRVYaEmWgMeWqfUkSKc0-F179EFSOX2xIfv0RKsnfB0LnfCHti75yl-91vnrKc_gf176NPBv9sAp1e34/s978/A2.jfif"" style=""margin-left: 1em; margin-right: 1em;""><span style=""font-family: helvetica; font-size: medium;""><img border=""0"" data-original-height=""607"" data-original-width=""978"" height=""199"" src=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEipftZi5w_by-29MgJX7d-InC0W3dAQL0sfp62GGWW-U0evpetTSXkbpbynJ0M9h2tgnaMAU4hbXeBBaheHSSM6Yc0OcwTubHeUD6jZwyFA-QIbRVYaEmWgMeWqfUkSKc0-F179EFSOX2xIfv0RKsnfB0LnfCHti75yl-91vnrKc_gf176NPBv9sAp1e34/s320/A2.jfif"" width=""320"" /></span></a></div><div class=""separator"" style=""clear: both; text-align: center;""><span style=""text-align: left;""><span style=""font-family: helvetica; font-size: medium;"">Data milik JMA/JAXA</span></span></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""text-align: left;""><span style=""font-family: helvetica; font-size: medium;""><div class=""separator"" style=""clear: both; text-align: justify;"">Indeks Daya Ledak Vulkanik Inggris: Volcanic Explosivity Index (VEI) adalah skala numerik yang mengukur ukuran relatif ledakan dari letusan gunung berapi dan sejarah letusan. VEI dikemukakan oleh Chris Newhall dari U.S. Geological Survey dan Steve Self dari Universitas Hawaii tahun 1982 untuk menyediakan pengukuran relatif dari besarnya letusan Gunung berapi. VEI memiliki skala 1 hingga 8 berdasarkan kekuatan letusan vulkanis yang terjadi.<span><!--more--></span></div><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://upload.wikimedia.org/wikipedia/commons/1/1d/VEIfigure.jpg"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""712"" data-original-width=""578"" height=""320"" src=""https://upload.wikimedia.org/wikipedia/commons/1/1d/VEIfigure.jpg"" width=""260"" /></a></div>itu berarti dengan Skala VEI ~ 4 dari Letusan Gunung Api RUANG pada 17 April 2024 pada Kategori Letusan <b>BESAR (Large).</b><div class=""separator"" style=""clear: both; text-align: left;""><br /></div><div class=""separator"" style=""clear: both; text-align: left;""><div class=""separator"" style=""clear: both;"">Erupsi Gunung api Ruang di Kab. Siau Tagulandang Biaro (Sitaro), Sulut malam 17 April 2024 juga Memicu pertumbuhan awan yang spesial, Cumulonimbus flammagenitus (Cbfg), atau biasa dikenal Pyrocumulonimbus.</div><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://pbs.twimg.com/media/GLYSIGta4AAXiqI?format=jpg&amp;name=large"" imageanchor=""1"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""1372"" data-original-width=""1125"" height=""400"" src=""https://pbs.twimg.com/media/GLYSIGta4AAXiqI?format=jpg&amp;name=large"" width=""328"" /></a></div></div><div class=""separator"" style=""clear: both; text-align: left;"">dikutip dari volcanolive.com , Letusan tingkat tinggi terjadi di Ruang pada 17 April 2024. Emisi abu mencapai ketinggian 45.000 kaki.</div><div class=""separator"" style=""clear: both; text-align: left;""><br /></div><div class=""separator"" style=""clear: both; text-align: left;"">Deteksi dan perkiraan Pola Sebaran Abu Vulkanis RUANG Sulawesi Utara dari jam 16.10 WITA 18/4/2024 hingga pukul 10.10 WITA 19/4/2024&nbsp;</div><div class=""separator"" style=""clear: both; text-align: left;"">Status Aviasi : RED</div><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://pbs.twimg.com/media/GLcKrCUboAAP5uQ?format=jpg&amp;name=medium"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""750"" data-original-width=""1000"" height=""240"" src=""https://pbs.twimg.com/media/GLcKrCUboAAP5uQ?format=jpg&amp;name=medium"" width=""320"" /></a></div><div class=""separator"" style=""clear: both; text-align: center;""><span style=""text-align: left;"">Sumber : HIMAWARI 9</span></div><div class=""separator"" style=""clear: both; text-align: left;""><br /></div><div class=""separator"" style=""clear: both; text-align: left;"">Sebaran abu Vulkanik G. Ruang | Kamis, 18 April 2024 pukul 12:00 WIB</div><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://pbs.twimg.com/media/GLcKbjVaYAAHuM9?format=jpg&amp;name=900x900"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""540"" data-original-width=""721"" height=""240"" src=""https://pbs.twimg.com/media/GLcKbjVaYAAHuM9?format=jpg&amp;name=900x900"" width=""320"" /></a></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""text-align: left;""><span style=""font-family: helvetica; font-size: medium;"">Konsentrasi PM 2.5 pasca Erupsi Gunung Api RUANG tampak Meningkat di Sekitar Kawasan pulau dalam data pantauan terkini pukul 14.00 WIT Kamis, 18 April 2024.</span></span></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""text-align: left;""><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://pbs.twimg.com/media/GLbO6sZaAAE4aIX?format=jpg&amp;name=large"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""1612"" data-original-width=""720"" height=""400"" src=""https://pbs.twimg.com/media/GLbO6sZaAAE4aIX?format=jpg&amp;name=large"" width=""179"" /></a></div></span></div>Erupsi Gunung Api Ruang Sulawesi Utara sungguh spektakular, bisa memproduksi Gas SO2 sepekat ini dan mampu menyebar ke wilayah pulau kalimantan dengan kepekatan tinggi. 16.00 WIB 18/04/2024</span></span></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""text-align: left;""><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://pbs.twimg.com/media/GLcFkeRaYAAgXGS?format=jpg&amp;name=large"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""1340"" data-original-width=""1079"" height=""320"" src=""https://pbs.twimg.com/media/GLcFkeRaYAAgXGS?format=jpg&amp;name=large"" width=""258"" /></a></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""text-align: left;""><br /></span></div><span style=""font-family: helvetica; font-size: medium;"">Pada Hari ini kamis, 18 April 2024, TROPOMI telah mendeteksi sinyal SO2 yang kuat sebesar 136.48 DU pada jarak 58.6 km hingga Gunung Api Ruang pada ketinggian ~12 km. Perkiraan massa dalam 300 km : 119.8 ktons.</span></span></div><div class=""separator"" style=""clear: both; text-align: justify;""><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-GUpf0flWO8r6-YoGDo5wrtywmknoljQwUdbjyAcyxnIZep6QT2TGPhTochlRq3CU6YrPvD7cOZ9v9bXsg4sVVXci7ApmjUprvkVHJ3KOoJ2akZtqSEfgfws7ZbfSY7ioPzUyFoX5mV3g5bT0cHz0ZiHO165mrI_MS3GSUeTIniV2SyNFkCyG4cTBKgw/s1600/A3.jfif"" style=""margin-left: 1em; margin-right: 1em;""><span style=""font-family: helvetica; font-size: medium;""><img border=""0"" data-original-height=""1179"" data-original-width=""1600"" height=""236"" src=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-GUpf0flWO8r6-YoGDo5wrtywmknoljQwUdbjyAcyxnIZep6QT2TGPhTochlRq3CU6YrPvD7cOZ9v9bXsg4sVVXci7ApmjUprvkVHJ3KOoJ2akZtqSEfgfws7ZbfSY7ioPzUyFoX5mV3g5bT0cHz0ZiHO165mrI_MS3GSUeTIniV2SyNFkCyG4cTBKgw/s320/A3.jfif"" width=""320"" /></span></a></div><span style=""font-family: helvetica; font-size: medium;"">Dari data diatas nampak bahwa Gas Belerang dari Aktivitas gunung Api RUANG tersebur hingga menutupi Langit Kalimantan Utara dan Sebagian wilayah Malaysia di Bagian Utara Borneo.<span><!--more--></span></span><br /></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""font-family: helvetica; font-size: medium;""><br /></span></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Gumpalan SO2 dari eruption baru Gunung Api RUANG panjangnya lebih dari 1000 km seperti yang ditunjukan pada gambar berikut ini&nbsp;</span></div><div class=""separator"" style=""clear: both; text-align: justify;""><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://pbs.twimg.com/media/GLcWUvSXcAAcyHR?format=jpg&amp;name=4096x4096"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""1152"" data-original-width=""2048"" height=""180"" src=""https://pbs.twimg.com/media/GLcWUvSXcAAcyHR?format=jpg&amp;name=4096x4096"" width=""320"" /></a></div></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""font-family: helvetica; font-size: medium;""><br /></span></div><div class=""separator"" style=""clear: both; text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Volcanic Radiative Power Gunung Api RUANG dalam kurun waktu 2 hari terakhir. update data pukul 18.00 WIB 18/04/2024</span></div><div class=""separator"" style=""clear: both; text-align: justify;""><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://pbs.twimg.com/media/GLcaw92akAArweK?format=jpg&amp;name=large"" style=""margin-left: 1em; margin-right: 1em;""><img border=""0"" data-original-height=""1624"" data-original-width=""994"" height=""320"" src=""https://pbs.twimg.com/media/GLcaw92akAArweK?format=jpg&amp;name=large"" width=""196"" /></a></div></div>",https://pbs.twimg.com/media/GLXjxSLbUAADf13?format=jpg&name=medium,https://youtube.com/shorts/xwBGY1x0Pfk?si=O_2IdFtV9XdNgwq7,https://geografibeta.blogspot.com/2024/04/erupsi-gunung-api-ruang-pada-17-april.html
Gempa NIAS Sumatera pada 28 Maret 2005,2005-03-28,Gempa,2.084121,97.113690,"<p style=""text-align: center;""></p><div class=""separator"" style=""clear: both; text-align: justify;""><div class=""separator"" style=""clear: both;""><span style=""font-size: medium;""><span style=""font-family: helvetica;"">Nias merupakan bagian dari pulau besar Sumatera yang memiliki banyak pulau kecil seperti pulau tanah Bala, pulau Tanah Masa, Pulau Pini, pulau Banyak dan lain-lain. Pulau-pulau di kepulauan Nias ini sebagaimana pulau lain di depan Sumatera mulai dari Simeulue sampai Enggano disebut sebagai kepulauan di daerah depan busur kepulauan (fore-arc). Pulau Nias ini merupakan bagian dari lempeng Eurasia yang bertumbukan dengan lempeng India-Australia. Akibat tumbukan ini maka muncul potensi tektonik seperti gempa yang terjadi secara periodik. Periode gempa besar yang berpotensi menimbulkan tsunami di daerah kepulauan Nias ini menurut Danny Hilman dkk. (2005) adalah kurang lebih 150 tahun.<br /></span><span style=""font-family: helvetica;"">Pada tanggal 28 Maret 2005, atau tiga bulan setelah gempa dan tsunami Aceh, pada pukul 23.09 WIB terjadi pula gempa besar di pulau ini, dengan kekuatan 8,7 SR. Gempa ini tergolong gempa dangkal, yang memiliki kedalaman 30 km di bawah permukaan laut dengan koordinat lokasi 2,0657 LU 97,010 BT. Intensitas maksimum antara VIII – IX (USGS, 2005). Namun tidak seperti yang terjadi pada periode sebelumnya, tepatnya pada 1861, kali ini pengulangan gempanya tidak diikuti oleh tsunami. Atau tsunami yang dilaporkan tidak cukup signifikan <i>(</i></span><span style=""font-family: helvetica;""><i>Badrul Mustafa, 2010)</i></span><span style=""font-family: helvetica;"">.</span><span style=""font-family: helvetica;"">&nbsp;Namun kebolehjadian tsunami ini frekuensinya tidak terlalu besar, karena ada 4 (empat) syarat terjadinya tsunami, yakni:</span></span></div><div class=""separator"" style=""clear: both;""><ol><li><span style=""font-family: helvetica; font-size: medium;"">Episenter berada di dasar laut</span></li><li><span style=""font-family: helvetica; font-size: medium;"">Kekuatan gempa &gt; 6,5 SR</span></li><li><span style=""font-family: helvetica; font-size: medium;"">Kedalaman pusat gempa sangat dangkal (&lt; 30 km)</span></li><li><span style=""font-family: helvetica; font-size: medium;"">Terjadi dislokasi batuan secara vertikal.</span></li></ol></div></div><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-Rk1qh1O1SO0YnSIbW8uIgZ8bmlT4ly0Ae2XVuFI5wfUF8D4R-luFl-p2lH2xV-XMOhgIGc8oIDZR_Qc3WnlPU-T1ZBb4G3sOJm7v9qgjz0swfeF7KMOQXRhyphenhyphenN7XHW8GZYKIlyifh0JVLDX7eADEKh14gTME50O1CU86ZxZoYXTEQl1ImDm03NEAVTs0/s1016/A4.jfif"" style=""margin-left: 1em; margin-right: 1em;""><span style=""font-family: helvetica; font-size: medium;""><img border=""0"" data-original-height=""1016"" data-original-width=""763"" height=""320"" src=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi-Rk1qh1O1SO0YnSIbW8uIgZ8bmlT4ly0Ae2XVuFI5wfUF8D4R-luFl-p2lH2xV-XMOhgIGc8oIDZR_Qc3WnlPU-T1ZBb4G3sOJm7v9qgjz0swfeF7KMOQXRhyphenhyphenN7XHW8GZYKIlyifh0JVLDX7eADEKh14gTME50O1CU86ZxZoYXTEQl1ImDm03NEAVTs0/s320/A4.jfif"" width=""240"" /></span></a></div><p></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Gempa Bumi Sumatra 2005 terjadi pada pukul 23.09 WIB pada 28 Maret 2005. Pusat gempanya berada di 30 km di bawah permukaan Samudra Hindia, 200 km sebelah barat Sibolga, Sumatera Utara, sekitar setengah jarak antara pulau Nias dan Simeulue. Catatan seismik memberikan angka 8,6 skala magnitudo (BMKG di Indonesia mencatat 8,2) dan getarannya terasa hingga Bangkok, Thailand, sekitar 1.000 km jauhnya. Gempa ini adalah gempa terkuat ketiga sejak 1965 di Indonesia.</span></p><p style=""text-align: left;""><span style=""font-family: helvetica; font-size: medium;"">Energi gempa ini diestimasi setara&nbsp;</span><span style=""background-color: white;""><span style=""font-family: helvetica; font-size: medium;""><span style=""text-align: left;"">5 x 10</span><sup style=""background-position: 50% 50%; background-repeat: no-repeat; box-sizing: border-box; margin: 0px; padding: 0px; text-align: left;"">17</sup><span style=""text-align: left;"">&nbsp;joule&nbsp;(1.4 x 10</span><sup style=""background-position: 50% 50%; background-repeat: no-repeat; box-sizing: border-box; margin: 0px; padding: 0px; text-align: left;"">5</sup><span style=""text-align: left;"">&nbsp;gigawatt jam, atau setara dengan 1.2 x 10</span><sup style=""background-position: 50% 50%; background-repeat: no-repeat; box-sizing: border-box; margin: 0px; padding: 0px; text-align: left;"">8</sup><span style=""text-align: left;"">&nbsp;ton TNT atau 7486.7 Bom Atom.</span></span></span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Total korban tewas sebanyak 1,314 orang termasuk; 100 orang tewas di Nias, 200 tewas di Kepulauan Banyak; 3 tewas, 40 luka-luka di kawasan Meulaboh. Tsunami setinggi 3 meter merusak pelabuhan dan bandara di Simeulue. Ketinggian tsunami setinggi 2 meter terpantau di pantai barat Nias dan 1 meter di Singkil dan Meulaboh, Sumatera. Dikutip dari&nbsp;https://www.kompas.com/&nbsp;</span><span style=""font-family: helvetica; font-size: medium;"">informasi dari Pusat Vulkanologi dan Mitigasi Bencana Geologi (PVMBG) Kementerian ESDM, gempa ini mengakibatkan lebih dari 1.000 orang meninggal dan 2.391 lainnya luka-luka.</span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Gempa dirasakan (MMI VIII) di Gunungsitoli dan (MMI VII) di Teluk Dalam, Nias Selatan, (MMI VI) di Banda Aceh dan Medan, (MMI V) di Padang dan Palembang, (MMI IV) di Jambi; (MMI III) di Bengkulu. Dalam data Pusat Layanan United State Geology Survey (USGS) Gempa ini dirasakan Hingga 8,5 MMI</span></p><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiPIRlOQa7p9OZ6WInAw3rUKCctKG-ig58bpv2WET3QByWRswoHfl-VanRxJje5-adN9SLmWG653qZ_uJ-8QyqnG-OC4Z1kHb9oVyFAJblHQPt9gkrWC47QJhDV7CkTrD418uPbQEzzJYUdaCMRgKliz9G-66ilas7uQWpalI87FkI_MY7izCq2Pv0S38U/s1258/A1.png"" style=""margin-left: 1em; margin-right: 1em;""><span style=""font-size: medium;""><img border=""0"" data-original-height=""658"" data-original-width=""1258"" height=""167"" src=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiPIRlOQa7p9OZ6WInAw3rUKCctKG-ig58bpv2WET3QByWRswoHfl-VanRxJje5-adN9SLmWG653qZ_uJ-8QyqnG-OC4Z1kHb9oVyFAJblHQPt9gkrWC47QJhDV7CkTrD418uPbQEzzJYUdaCMRgKliz9G-66ilas7uQWpalI87FkI_MY7izCq2Pv0S38U/s320/A1.png"" width=""320"" /></span></a></div><div class=""separator"" style=""clear: both; text-align: center;""><span style=""font-size: medium;""><br /></span></div><div class=""separator"" style=""clear: both; text-align: center;""><a href=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgZcDQdI9wUGl1NmQqjUIYeX6iFSz6b4gokGwtk5W74FJoq0NHQcQqUJrqxsTGNflUG6k3oBfPZHQxW7Qr1Od2GfnfNZWUrE9mECsh8bvwP-VEI6Ecd3_2EX0x_S5SQU42Rpu7x-M-LH8M4z6Ax3AScBRXyp54H4koBA8SGLAnlVEboEJlvfo-jLwLlKy0/s1292/A5.png"" style=""margin-left: 1em; margin-right: 1em;""><span style=""font-size: medium;""><img border=""0"" data-original-height=""659"" data-original-width=""1292"" height=""163"" src=""https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgZcDQdI9wUGl1NmQqjUIYeX6iFSz6b4gokGwtk5W74FJoq0NHQcQqUJrqxsTGNflUG6k3oBfPZHQxW7Qr1Od2GfnfNZWUrE9mECsh8bvwP-VEI6Ecd3_2EX0x_S5SQU42Rpu7x-M-LH8M4z6Ax3AScBRXyp54H4koBA8SGLAnlVEboEJlvfo-jLwLlKy0/s320/A5.png"" width=""320"" /></span></a></div><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Getaran terasa di beberapa provinsi di Sumatra: Sumatera Utara, Aceh, Sumatera Barat, Riau, Jambi, Bengkulu dan Palembang. Gempa selama lima menit tersebut memutuskan aliran listrik dan telepon di sebagian pulau Sumatera. Getaran juga terasa di Malaysia, Singapura, Sri Lanka, dan Thailand. Tsunami yang kecil juga tercatat terjadi di Pulau Cocos milik Australia namun terletak dekat dengan Sumatra.</span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Dalam Penjelasan USGS,&nbsp;</span><span style=""font-family: helvetica; font-size: medium;"">Gempa bumi tanggal 28 Maret 2005, M 8,6 di Sumatera utara, Indonesia, terjadi sebagai akibat dari patahan gaya dorong pada antarmuka lempeng Australia dan lempeng Sunda dan disebabkan oleh pelepasan tegangan yang berkembang saat lempeng Australia tersubduksi di bawah lempeng Sunda yang utama. Lempeng Australia mulai turun ke mantel di Palung Sunda, yang terletak di barat daya pusat gempa. Di lokasi ini, palung merupakan ekspresi permukaan antarmuka lempeng antara lempeng Australia dan lempeng Sunda.</span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Di wilayah gempa, lempeng Australia bergerak ke arah timur laut dengan kecepatan sekitar 50 mm/tahun relatif terhadap lempeng Sunda. Hal ini menyebabkan konvergensi miring di Palung Sunda. Gerakan miring dibagi menjadi patahan dorong, yang terjadi pada antarmuka pelat dan melibatkan slip yang diarahkan tegak lurus ke parit, dan patahan strike-slip, yang terjadi beberapa ratus kilometer timur laut parit dan melibatkan slip yang diarahkan sejajar dengan parit. Gempa bumi tanggal 28 Maret terjadi sebagai akibat dari patahan dorong berorientasi timur laut.</span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Meskipun biasanya diplot sebagai titik pada peta, gempa bumi sebesar ini lebih tepat digambarkan sebagai tergelincir di atas area patahan yang lebih besar. Peristiwa patahan dorong sebesar gempa bumi 28 Maret 2005 biasanya berukuran sekitar 340 x 125 km (panjang x lebar); pemodelan gempa ini menyiratkan dimensi sekitar 360 x 200 km, sebagian besar mengelilingi hiposenter, dan kemiringan ke selatan.</span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Gempa bumi tanggal 28 Maret kemungkinan besar dipicu oleh perubahan tegangan yang disebabkan oleh gempa bumi tanggal 26 Desember 2004 (M 9.1). Namun, hal itu terjadi pada segmen patahan 100 mil (160 kilometer) di sebelah tenggara zona pecah gempa Sumatera M 9.1. Sedikitnya 1.000 korban jiwa dan banyak kerusakan akibat guncangan yang terkait dengan peristiwa 28 Maret tersebut; itu juga melahirkan tsunami lokal, ukurannya jauh lebih kecil daripada tsunami dahsyat yang terjadi setelah peristiwa M 9.1 Desember 2004.</span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Sementara itu, USGS mencatat gempa Nias 2005 ini sebagai gempa terbesar kedelapan di dunia sejak 1900.</span></p><p style=""text-align: justify;""><span style=""font-family: helvetica; font-size: medium;"">Jika saudara jalan-jalan di pantai Nias bagian utara, perlu diketahui bahwa air laut di pantai tersebut sudah surut sejauh dua kilometer pasca-gempa 2005. Tidak ada data ilmiah yang menjelaskan peristiwa ini. Namun, seharusnya sesuai dengan peristiwa Aceh apabila air laut surut akibat gempa, itulah yang menyebabkan tsunami dalam beberapa menit setelah gempa. Namun, puji Tuhan 11 tahun telah berlalu air laut tersebut masih surut. Akibat peristiwa tersebut banyak ikan yang mati dan terumbu karang yang rusak.</span></p>
<div style=""text-align: center;""><span style=""font-family: helvetica; font-size: medium;"">Catatan Aktivitas Gempa Kuat di sekitar Kawasan ini dapat di Lihat Pada Peta Interaktif berikut ini&nbsp;</span></div><div style=""text-align: center;""><iframe allowfullscreen="""" frameborder=""0"" scrolling=""0"" src=""https://www.volcanoesandearthquakes.com/app/earthquakemap/earthquakeMap.php?quakeId=3137359"" style=""height: 500px; width: 100%;""></iframe></div>",https://oborberkat.com/wp-content/uploads/2025/01/20-Tahun-Gempa-Nias-Mengubah-Duka-Jadi-Pelajaran-Berharga-.png,https://youtu.be/A2Dwm1Vdse4?si=SlDCGGt9v-oMzCm8,https://geografibeta.blogspot.com/2024/03/gempa-nias-sumatera-pada-28-maret-2005.html
