name,styleUrl,fill-opacity,stroke-opacity,stroke,stroke-width,icon-scale,icon-offset,icon-offset-units,icon
Batas Negara,#msn_ylw-pushpin,0,1,#ff0000,0.9,1.1,"[20,2]","[""pixels"",""pixels""]",http://maps.google.com/mapfiles/kml/pushpin/ylw-pushpin.png
