latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,waktu_tarik_wib,kategori_tingkat
-2.26078,110.43472,,1.06,1.03,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,164.26,D,2026-09-22 23:57:11,Tinggi
-2.25316,110.42414,,1.06,1.03,2026-09-22,826,Aqua,MODIS,86,6.1NRT,,26.61,D,2026-09-22 23:57:11,Tinggi
-2.25178,110.43337,,1.06,1.03,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,284.31,D,2026-09-22 23:57:11,Tinggi
-2.2504,110.44261,,1.06,1.03,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,121.46,D,2026-09-22 23:57:11,Tinggi
-2.14855,113.41191,,1.6,1.25,2026-09-22,826,Aqua,MODIS,81,6.1NRT,,34.67,D,2026-09-22 23:57:11,Tinggi
-2.13084,110.1876,,1.05,1.02,2026-09-22,826,Aqua,MODIS,90,6.1NRT,,39.3,D,2026-09-22 23:57:11,Tinggi
-2.11008,111.14927,,1.15,1.07,2026-09-22,826,Aqua,MODIS,83,6.1NRT,,27.9,D,2026-09-22 23:57:11,Tinggi
-2.089,111.03507,,1.13,1.06,2026-09-22,826,Aqua,MODIS,89,6.1NRT,,43.2,D,2026-09-22 23:57:11,Tinggi
-2.05049,111.03932,,1.13,1.06,2026-09-22,826,Aqua,MODIS,95,6.1NRT,,68.89,D,2026-09-22 23:57:11,Tinggi
-2.00421,110.23759,,1.05,1.02,2026-09-22,826,Aqua,MODIS,80,6.1NRT,,19.36,D,2026-09-22 23:57:11,Tinggi
-2.00285,110.24674,,1.05,1.02,2026-09-22,826,Aqua,MODIS,88,6.1NRT,,34.92,D,2026-09-22 23:57:11,Tinggi
-1.99056,111.135,,1.15,1.07,2026-09-22,826,Aqua,MODIS,87,6.1NRT,,33.99,D,2026-09-22 23:57:11,Tinggi
-1.98124,111.13362,,1.15,1.07,2026-09-22,826,Aqua,MODIS,88,6.1NRT,,37.13,D,2026-09-22 23:57:11,Tinggi
-1.89448,110.16232,,1.05,1.02,2026-09-22,826,Aqua,MODIS,80,6.1NRT,,18.11,D,2026-09-22 23:57:11,Tinggi
-1.60062,110.46479,,1.08,1.04,2026-09-22,826,Aqua,MODIS,84,6.1NRT,,23.62,D,2026-09-22 23:57:11,Tinggi
-1.59922,110.47417,,1.08,1.04,2026-09-22,826,Aqua,MODIS,94,6.1NRT,,54.61,D,2026-09-22 23:57:11,Tinggi
-1.59782,110.48355,,1.08,1.04,2026-09-22,826,Aqua,MODIS,88,6.1NRT,,32.04,D,2026-09-22 23:57:11,Tinggi
-1.59643,110.49294,,1.08,1.04,2026-09-22,826,Aqua,MODIS,91,6.1NRT,,43.46,D,2026-09-22 23:57:11,Tinggi
-1.59016,110.47282,,1.08,1.04,2026-09-22,826,Aqua,MODIS,86,6.1NRT,,27.95,D,2026-09-22 23:57:11,Tinggi
-1.58876,110.48219,,1.08,1.04,2026-09-22,826,Aqua,MODIS,93,6.1NRT,,47.75,D,2026-09-22 23:57:11,Tinggi
-1.58736,110.49158,,1.08,1.04,2026-09-22,826,Aqua,MODIS,90,6.1NRT,,36.79,D,2026-09-22 23:57:11,Tinggi
-1.57281,110.84074,,1.12,1.06,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,102.78,D,2026-09-22 23:57:11,Tinggi
-1.56934,110.80062,,1.12,1.05,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,102.15,D,2026-09-22 23:57:11,Tinggi
-1.56132,110.10323,,1.05,1.02,2026-09-22,826,Aqua,MODIS,80,6.1NRT,,17.66,D,2026-09-22 23:57:11,Tinggi
-1.56078,110.16849,,1.05,1.03,2026-09-22,826,Aqua,MODIS,95,6.1NRT,,56.07,D,2026-09-22 23:57:11,Tinggi
-1.56015,110.79922,,1.12,1.05,2026-09-22,826,Aqua,MODIS,97,6.1NRT,,74.56,D,2026-09-22 23:57:11,Tinggi
-1.55968,110.29993,,1.07,1.03,2026-09-22,826,Aqua,MODIS,88,6.1NRT,,30.8,D,2026-09-22 23:57:11,Tinggi
-1.55832,110.30918,,1.07,1.03,2026-09-22,826,Aqua,MODIS,88,6.1NRT,,30.84,D,2026-09-22 23:57:11,Tinggi
-1.55047,110.17631,,1.05,1.03,2026-09-22,826,Aqua,MODIS,99,6.1NRT,,80.49,D,2026-09-22 23:57:11,Tinggi
-1.5458,110.26952,,1.06,1.03,2026-09-22,826,Aqua,MODIS,83,6.1NRT,,27.03,D,2026-09-22 23:57:11,Tinggi
-1.5456,110.14754,,1.05,1.02,2026-09-22,826,Aqua,MODIS,80,6.1NRT,,17.4,D,2026-09-22 23:57:11,Tinggi
-1.54151,110.17499,,1.05,1.03,2026-09-22,826,Aqua,MODIS,88,6.1NRT,,29.93,D,2026-09-22 23:57:11,Tinggi
-1.54014,110.18413,,1.06,1.03,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,98.9,D,2026-09-22 23:57:11,Tinggi
-1.53543,110.27742,,1.06,1.03,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,151.51,D,2026-09-22 23:57:11,Tinggi
-1.52919,110.25764,,1.06,1.03,2026-09-22,826,Aqua,MODIS,100,6.1NRT,,87.41,D,2026-09-22 23:57:11,Tinggi
-1.52782,110.26685,,1.06,1.03,2026-09-22,826,Aqua,MODIS,95,6.1NRT,,58.62,D,2026-09-22 23:57:11,Tinggi
-1.47181,110.14944,,1.05,1.03,2026-09-22,826,Aqua,MODIS,92,6.1NRT,,43.78,D,2026-09-22 23:57:11,Tinggi
-1.29901,110.44327,,1.08,1.04,2026-09-22,826,Aqua,MODIS,81,6.1NRT,,19.85,D,2026-09-22 23:57:11,Tinggi
-0.92798,110.20129,,1.07,1.03,2026-09-22,826,Aqua,MODIS,90,6.1NRT,,41.7,D,2026-09-22 23:57:11,Tinggi
0.30402,116.54806,,3.18,1.69,2026-09-22,826,Aqua,MODIS,85,6.1NRT,,127.79,D,2026-09-22 23:57:11,Tinggi
-8.36365,116.41462,,2.51,1.52,2026-09-22,1229,Terra,MODIS,100,6.1NRT,,169.05,N,2026-09-22 23:57:11,Tinggi
-8.36132,116.43362,,2.5,1.52,2026-09-22,1229,Terra,MODIS,100,6.1NRT,,171.72,N,2026-09-22 23:57:11,Tinggi
-8.27438,123.50713,,1,1,2026-09-22,1229,Terra,MODIS,100,6.1NRT,,37.54,N,2026-09-22 23:57:11,Tinggi
-4.60394,121.57304,,1.03,1.01,2026-09-22,1232,Terra,MODIS,90,6.1NRT,,12.02,N,2026-09-22 23:57:11,Tinggi
-4.29434,122.02638,,1.01,1,2026-09-22,1232,Terra,MODIS,90,6.1NRT,,11.43,N,2026-09-22 23:57:11,Tinggi
-4.19578,122.20381,,1,1,2026-09-22,1232,Terra,MODIS,81,6.1NRT,,8.94,N,2026-09-22 23:57:11,Tinggi
-3.89428,120.21703,,1.14,1.07,2026-09-22,1232,Terra,MODIS,89,6.1NRT,,13.53,N,2026-09-22 23:57:11,Tinggi
-3.76177,116.1488,,2.22,1.44,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,93.56,N,2026-09-22 23:57:11,Tinggi
-3.7593,116.16815,,2.21,1.44,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,105.48,N,2026-09-22 23:57:11,Tinggi
-3.75877,116.16174,,2.21,1.44,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,153.85,N,2026-09-22 23:57:11,Tinggi
-3.74608,116.16024,,2.21,1.44,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,79.56,N,2026-09-22 23:57:11,Tinggi
-3.74351,116.17936,,2.2,1.44,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,317.65,N,2026-09-22 23:57:11,Tinggi
-3.45376,111.9364,,4.82,2,2026-09-22,1232,Terra,MODIS,96,6.1NRT,,145.68,N,2026-09-22 23:57:11,Tinggi
-3.45322,111.92931,,4.82,2,2026-09-22,1232,Terra,MODIS,85,6.1NRT,,99.86,N,2026-09-22 23:57:11,Tinggi
-3.44838,111.97773,,4.79,2,2026-09-22,1232,Terra,MODIS,97,6.1NRT,,145.2,N,2026-09-22 23:57:11,Tinggi
-3.44756,111.97061,,4.79,2,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,192.01,N,2026-09-22 23:57:11,Tinggi
-3.3828,126.75806,,1.59,1.24,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,57.25,N,2026-09-22 23:57:11,Tinggi
-3.38072,126.77261,,1.59,1.24,2026-09-22,1232,Terra,MODIS,94,6.1NRT,,27.88,N,2026-09-22 23:57:11,Tinggi
-3.3719,126.75648,,1.59,1.24,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,50.65,N,2026-09-22 23:57:11,Tinggi
-3.31538,126.74197,,1.59,1.24,2026-09-22,1232,Terra,MODIS,88,6.1NRT,,23.69,N,2026-09-22 23:57:11,Tinggi
-3.09732,112.31676,,4.44,1.94,2026-09-22,1232,Terra,MODIS,80,6.1NRT,,76.02,N,2026-09-22 23:57:11,Tinggi
-3.04772,111.85989,,4.82,2,2026-09-22,1232,Terra,MODIS,80,6.1NRT,,77.56,N,2026-09-22 23:57:11,Tinggi
-3.04724,111.85275,,4.82,2,2026-09-22,1232,Terra,MODIS,83,6.1NRT,,88.53,N,2026-09-22 23:57:11,Tinggi
-3.01828,114.44532,,2.97,1.64,2026-09-22,1232,Terra,MODIS,80,6.1NRT,,38.65,N,2026-09-22 23:57:11,Tinggi
-2.99322,114.05652,,3.19,1.69,2026-09-22,1232,Terra,MODIS,83,6.1NRT,,46.55,N,2026-09-22 23:57:11,Tinggi
-2.98214,112.37389,,4.38,1.93,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,294.45,N,2026-09-22 23:57:11,Tinggi
-2.9782,112.36638,,4.38,1.93,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,343.45,N,2026-09-22 23:57:11,Tinggi
-2.97315,112.40392,,4.34,1.92,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,142.14,N,2026-09-22 23:57:11,Tinggi
-2.96526,112.37165,,4.38,1.93,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,269.83,N,2026-09-22 23:57:11,Tinggi
-2.96132,112.36417,,4.38,1.93,2026-09-22,1232,Terra,MODIS,89,6.1NRT,,94.01,N,2026-09-22 23:57:11,Tinggi
-2.9527,114.01656,,3.21,1.7,2026-09-22,1232,Terra,MODIS,98,6.1NRT,,78.36,N,2026-09-22 23:57:11,Tinggi
-2.95229,114.02285,,3.21,1.7,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,88.3,N,2026-09-22 23:57:11,Tinggi
-2.93783,114.01459,,3.21,1.7,2026-09-22,1232,Terra,MODIS,93,6.1NRT,,67.99,N,2026-09-22 23:57:11,Tinggi
-2.93742,114.02085,,3.21,1.7,2026-09-22,1232,Terra,MODIS,97,6.1NRT,,74.95,N,2026-09-22 23:57:11,Tinggi
-2.93097,113.15144,,3.78,1.82,2026-09-22,1232,Terra,MODIS,88,6.1NRT,,77.63,N,2026-09-22 23:57:11,Tinggi
-2.92295,114.01266,,3.21,1.7,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,113.44,N,2026-09-22 23:57:11,Tinggi
-2.91924,114.04035,,3.19,1.69,2026-09-22,1232,Terra,MODIS,94,6.1NRT,,67.95,N,2026-09-22 23:57:11,Tinggi
-2.75881,112.76738,,4.03,1.86,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,173.91,N,2026-09-22 23:57:11,Tinggi
-2.75551,112.28683,,4.41,1.93,2026-09-22,1232,Terra,MODIS,92,6.1NRT,,106.35,N,2026-09-22 23:57:11,Tinggi
-2.74937,112.77288,,4.03,1.86,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,289.12,N,2026-09-22 23:57:11,Tinggi
-2.74248,112.76522,,4.03,1.86,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,172.35,N,2026-09-22 23:57:11,Tinggi
-2.73781,112.79973,,4,1.86,2026-09-22,1232,Terra,MODIS,96,6.1NRT,,106.1,N,2026-09-22 23:57:11,Tinggi
-2.73305,112.77064,,4.03,1.86,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,186.81,N,2026-09-22 23:57:11,Tinggi
-2.73085,112.72808,,4.05,1.87,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,149.36,N,2026-09-22 23:57:11,Tinggi
-2.72632,113.00488,,3.85,1.83,2026-09-22,1232,Terra,MODIS,83,6.1NRT,,67.06,N,2026-09-22 23:57:11,Tinggi
-2.72617,112.76295,,4.03,1.86,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,135.1,N,2026-09-22 23:57:11,Tinggi
-2.71608,114.19449,,3.08,1.67,2026-09-22,1232,Terra,MODIS,91,6.1NRT,,58.07,N,2026-09-22 23:57:11,Tinggi
-2.71449,112.72583,,4.05,1.87,2026-09-22,1232,Terra,MODIS,92,6.1NRT,,95.32,N,2026-09-22 23:57:11,Tinggi
-2.67826,112.99837,,3.85,1.83,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,177.71,N,2026-09-22 23:57:11,Tinggi
-2.66962,112.99227,,3.85,1.83,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,127.78,N,2026-09-22 23:57:11,Tinggi
-2.56385,114.29605,,3,1.65,2026-09-22,1232,Terra,MODIS,99,6.1NRT,,73.38,N,2026-09-22 23:57:11,Tinggi
-2.55494,114.27505,,3.02,1.65,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,92.73,N,2026-09-22 23:57:11,Tinggi
-2.55155,114.30113,,3,1.65,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,278.97,N,2026-09-22 23:57:11,Tinggi
-2.54939,114.29414,,3,1.65,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,212.26,N,2026-09-22 23:57:11,Tinggi
-2.47633,112.95457,,3.85,1.83,2026-09-22,1232,Terra,MODIS,87,6.1NRT,,69.87,N,2026-09-22 23:57:11,Tinggi
-2.47321,112.92554,,3.87,1.83,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,162.45,N,2026-09-22 23:57:11,Tinggi
-2.46886,112.9588,,3.85,1.83,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,152.02,N,2026-09-22 23:57:11,Tinggi
-2.46487,112.9193,,3.87,1.83,2026-09-22,1232,Terra,MODIS,99,6.1NRT,,108.25,N,2026-09-22 23:57:11,Tinggi
-2.4603,112.95248,,3.85,1.83,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,137.8,N,2026-09-22 23:57:11,Tinggi
-2.23559,114.62294,,2.79,1.6,2026-09-22,1232,Terra,MODIS,97,6.1NRT,,64.86,N,2026-09-22 23:57:11,Tinggi
-2.23059,114.61702,,2.79,1.6,2026-09-22,1232,Terra,MODIS,91,6.1NRT,,52.84,N,2026-09-22 23:57:11,Tinggi
-2.22725,114.64111,,2.78,1.59,2026-09-22,1232,Terra,MODIS,87,6.1NRT,,46.41,N,2026-09-22 23:57:11,Tinggi
-2.08148,114.83079,,2.66,1.57,2026-09-22,1232,Terra,MODIS,85,6.1NRT,,45.29,N,2026-09-22 23:57:11,Tinggi
-1.97308,112.64483,,4,1.86,2026-09-22,1232,Terra,MODIS,80,6.1NRT,,61.67,N,2026-09-22 23:57:11,Tinggi
-1.70457,115.08202,,2.51,1.52,2026-09-22,1232,Terra,MODIS,91,6.1NRT,,44.87,N,2026-09-22 23:57:11,Tinggi
-1.69576,115.07449,,2.51,1.52,2026-09-22,1232,Terra,MODIS,88,6.1NRT,,41.59,N,2026-09-22 23:57:11,Tinggi
-1.60582,114.76031,,2.65,1.56,2026-09-22,1232,Terra,MODIS,81,6.1NRT,,32.99,N,2026-09-22 23:57:11,Tinggi
-1.46781,115.78156,,2.18,1.43,2026-09-22,1232,Terra,MODIS,99,6.1NRT,,46.16,N,2026-09-22 23:57:11,Tinggi
-1.30059,116.24792,,1.98,1.37,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,51.84,N,2026-09-22 23:57:11,Tinggi
-1.29575,116.24152,,1.98,1.37,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,53.21,N,2026-09-22 23:57:11,Tinggi
-1.27648,116.24475,,1.98,1.37,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,52.5,N,2026-09-22 23:57:11,Tinggi
-0.64566,123.21336,,1.06,1.03,2026-09-22,1232,Terra,MODIS,92,6.1NRT,,12.07,N,2026-09-22 23:57:11,Tinggi
-0.14188,117.42442,,1.54,1.22,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,36.79,N,2026-09-22 23:57:11,Tinggi
-0.14005,117.43774,,1.54,1.22,2026-09-22,1232,Terra,MODIS,91,6.1NRT,,22.09,N,2026-09-22 23:57:11,Tinggi
-0.1133,116.63444,,1.77,1.3,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,141.13,N,2026-09-22 23:57:11,Tinggi
-0.11113,116.64977,,1.76,1.3,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,57.89,N,2026-09-22 23:57:11,Tinggi
-0.10187,116.63285,,1.77,1.3,2026-09-22,1232,Terra,MODIS,91,6.1NRT,,27.92,N,2026-09-22 23:57:11,Tinggi
0.1846,116.78948,,1.7,1.28,2026-09-22,1232,Terra,MODIS,100,6.1NRT,,47.27,N,2026-09-22 23:57:11,Tinggi
0.23871,115.42947,,2.18,1.43,2026-09-22,1232,Terra,MODIS,82,6.1NRT,,27.33,N,2026-09-22 23:57:11,Tinggi
0.81258,122.95958,,1.07,1.03,2026-09-22,1232,Terra,MODIS,81,6.1NRT,,8.71,N,2026-09-22 23:57:11,Tinggi
2.08073,117.45193,,1.42,1.18,2026-09-22,1234,Terra,MODIS,83,6.1NRT,,15.87,N,2026-09-22 23:57:11,Tinggi
-1.13293,102.81435,,1.96,1.37,2026-09-22,1410,Terra,MODIS,100,6.1NRT,,47.01,N,2026-09-22 23:57:11,Tinggi
