latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,waktu_tarik_wib,kategori_tingkat
-10.06468,120.18934,367,0.48,0.48,2026-09-22,608,N,VIIRS,h,2.0NRT,307.49,19.18,D,2026-09-22 23:57:11,Tinggi
-8.45089,124.14579,367,0.47,0.64,2026-09-22,608,N,VIIRS,h,2.0NRT,296.39,9.49,D,2026-09-22 23:57:11,Tinggi
-8.41287,123.51714,367,0.43,0.62,2026-09-22,608,N,VIIRS,h,2.0NRT,297.19,14.21,D,2026-09-22 23:57:11,Tinggi
-8.27104,123.51379,367,0.43,0.62,2026-09-22,608,N,VIIRS,h,2.0NRT,298.14,10.5,D,2026-09-22 23:57:11,Tinggi
-4.79599,121.74757,367,0.37,0.58,2026-09-22,610,N,VIIRS,h,2.0NRT,309.35,103.21,D,2026-09-22 23:57:11,Tinggi
-4.79414,121.74885,367,0.38,0.58,2026-09-22,610,N,VIIRS,h,2.0NRT,299.41,58.21,D,2026-09-22 23:57:11,Tinggi
-4.74939,122.49692,367,0.42,0.61,2026-09-22,610,N,VIIRS,h,2.0NRT,298.27,17.5,D,2026-09-22 23:57:11,Tinggi
-4.72268,122.68125,367,0.43,0.62,2026-09-22,610,N,VIIRS,h,2.0NRT,295.69,9.14,D,2026-09-22 23:57:11,Tinggi
-4.65214,122.98589,367,0.46,0.63,2026-09-22,610,N,VIIRS,h,2.0NRT,296.7,20.47,D,2026-09-22 23:57:11,Tinggi
-4.48878,121.66203,367,0.37,0.58,2026-09-22,610,N,VIIRS,h,2.0NRT,302.01,15.54,D,2026-09-22 23:57:11,Tinggi
-4.48823,121.66523,367,0.37,0.58,2026-09-22,610,N,VIIRS,h,2.0NRT,301.09,15.54,D,2026-09-22 23:57:11,Tinggi
-4.48695,121.66048,367,0.37,0.58,2026-09-22,610,N,VIIRS,h,2.0NRT,300.35,14.09,D,2026-09-22 23:57:11,Tinggi
-4.48641,121.66371,367,0.38,0.58,2026-09-22,610,N,VIIRS,h,2.0NRT,301.79,14.09,D,2026-09-22 23:57:11,Tinggi
-4.43781,122.1554,367,0.41,0.6,2026-09-22,610,N,VIIRS,h,2.0NRT,300.37,8.13,D,2026-09-22 23:57:11,Tinggi
-3.93537,119.7151,367,0.56,0.52,2026-09-22,610,N,VIIRS,h,2.0NRT,301.4,27.8,D,2026-09-22 23:57:11,Tinggi
-3.764,116.16388,367,0.51,0.41,2026-09-22,610,N,VIIRS,h,2.0NRT,329.42,135.53,D,2026-09-22 23:57:11,Tinggi
-3.60922,115.01955,367,0.45,0.39,2026-09-22,610,N,VIIRS,h,2.0NRT,307.52,17.32,D,2026-09-22 23:57:11,Tinggi
-3.56735,126.2427,367,0.78,0.78,2026-09-22,610,N,VIIRS,h,2.0NRT,295.63,15.85,D,2026-09-22 23:57:11,Tinggi
-3.56651,126.24294,367,0.78,0.78,2026-09-22,610,N,VIIRS,h,2.0NRT,296.16,19.49,D,2026-09-22 23:57:11,Tinggi
-3.56645,126.24771,367,0.78,0.78,2026-09-22,610,N,VIIRS,h,2.0NRT,295.14,15.85,D,2026-09-22 23:57:11,Tinggi
-3.56566,126.24783,367,0.79,0.78,2026-09-22,610,N,VIIRS,h,2.0NRT,294.86,31.59,D,2026-09-22 23:57:11,Tinggi
-3.47255,111.90136,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,301.56,10.62,D,2026-09-22 23:57:11,Tinggi
-3.46153,111.90676,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,302.13,19.06,D,2026-09-22 23:57:11,Tinggi
-3.4521,111.9018,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,307.81,19.63,D,2026-09-22 23:57:11,Tinggi
-3.44979,111.89728,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.74,15.77,D,2026-09-22 23:57:11,Tinggi
-3.44541,111.96795,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.64,12.56,D,2026-09-22 23:57:11,Tinggi
-3.44367,111.95708,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.11,19.09,D,2026-09-22 23:57:11,Tinggi
-3.44314,111.96053,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,308.5,16.44,D,2026-09-22 23:57:11,Tinggi
-3.44156,111.97089,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.4,12.56,D,2026-09-22 23:57:11,Tinggi
-3.44133,111.95255,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,301.77,12.82,D,2026-09-22 23:57:11,Tinggi
-3.44088,111.88886,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,309.85,79.4,D,2026-09-22 23:57:11,Tinggi
-3.4396,111.94168,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,308.87,8.45,D,2026-09-22 23:57:11,Tinggi
-3.43816,111.97327,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.36,14.13,D,2026-09-22 23:57:11,Tinggi
-3.43628,111.94118,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.16,8.76,D,2026-09-22 23:57:11,Tinggi
-3.43432,111.97622,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.86,14.13,D,2026-09-22 23:57:11,Tinggi
-3.42759,114.63221,367,0.43,0.38,2026-09-22,610,N,VIIRS,h,2.0NRT,305.41,6.02,D,2026-09-22 23:57:11,Tinggi
-3.42706,111.8903,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,301.58,11.94,D,2026-09-22 23:57:11,Tinggi
-3.42585,111.87598,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.36,126.14,D,2026-09-22 23:57:11,Tinggi
-3.41815,111.8819,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,306.58,67.6,D,2026-09-22 23:57:11,Tinggi
-3.41536,111.87793,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.91,67.6,D,2026-09-22 23:57:11,Tinggi
-3.41257,111.87398,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.33,35.72,D,2026-09-22 23:57:11,Tinggi
-3.41114,111.90557,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,300.44,15.16,D,2026-09-22 23:57:11,Tinggi
-3.40977,111.87002,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,306.58,35.72,D,2026-09-22 23:57:11,Tinggi
-3.40924,111.87347,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.71,35.72,D,2026-09-22 23:57:11,Tinggi
-3.40698,111.86606,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.36,53.73,D,2026-09-22 23:57:11,Tinggi
-3.40592,111.87297,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,302.4,71.75,D,2026-09-22 23:57:11,Tinggi
-3.40418,111.8621,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,301.41,53.73,D,2026-09-22 23:57:11,Tinggi
-3.40381,111.88679,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.46,20.57,D,2026-09-22 23:57:11,Tinggi
-3.40102,111.88284,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,302.43,20.57,D,2026-09-22 23:57:11,Tinggi
-3.3977,111.88233,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,308.16,27.71,D,2026-09-22 23:57:11,Tinggi
-3.3949,111.87837,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,301.82,130.84,D,2026-09-22 23:57:11,Tinggi
-3.39437,111.88183,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,300.28,27.71,D,2026-09-22 23:57:11,Tinggi
-3.25211,113.9158,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,313.31,8.57,D,2026-09-22 23:57:11,Tinggi
-3.25181,112.52447,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.28,23.12,D,2026-09-22 23:57:11,Tinggi
-3.24934,113.9155,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,311.61,8.46,D,2026-09-22 23:57:11,Tinggi
-3.24624,111.85499,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.5,26.01,D,2026-09-22 23:57:11,Tinggi
-3.24292,111.85448,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.89,26.01,D,2026-09-22 23:57:11,Tinggi
-3.24239,111.85794,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.33,25.55,D,2026-09-22 23:57:11,Tinggi
-3.23302,111.87707,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.28,8.81,D,2026-09-22 23:57:11,Tinggi
-3.22917,111.88002,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.79,10.12,D,2026-09-22 23:57:11,Tinggi
-3.22864,111.88348,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.97,15.82,D,2026-09-22 23:57:11,Tinggi
-3.20058,111.97813,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,329.18,104.96,D,2026-09-22 23:57:11,Tinggi
-3.19521,111.92434,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,308.88,33.86,D,2026-09-22 23:57:11,Tinggi
-3.19341,111.98057,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,326.49,52.61,D,2026-09-22 23:57:11,Tinggi
-3.19295,111.91694,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,335.35,153.37,D,2026-09-22 23:57:11,Tinggi
-3.19028,114.44508,367,0.43,0.38,2026-09-22,610,N,VIIRS,h,2.0NRT,306.3,12.4,D,2026-09-22 23:57:11,Tinggi
-3.17991,112.02442,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.84,10.94,D,2026-09-22 23:57:11,Tinggi
-3.17818,112.01357,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.55,10.18,D,2026-09-22 23:57:11,Tinggi
-3.15369,113.83286,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,311.72,10.56,D,2026-09-22 23:57:11,Tinggi
-3.15361,113.83312,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,311.41,9.58,D,2026-09-22 23:57:11,Tinggi
-3.15308,119.65718,367,0.58,0.52,2026-09-22,610,N,VIIRS,h,2.0NRT,300.33,18.64,D,2026-09-22 23:57:11,Tinggi
-3.13647,112.81528,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,309.27,9.86,D,2026-09-22 23:57:11,Tinggi
-3.12646,112.81377,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,308.57,13.34,D,2026-09-22 23:57:11,Tinggi
-3.12541,114.01759,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,299.6,11.71,D,2026-09-22 23:57:11,Tinggi
-3.12466,114.01764,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,299.98,10.55,D,2026-09-22 23:57:11,Tinggi
-3.1239,113.66401,367,0.4,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,334.03,167.64,D,2026-09-22 23:57:11,Tinggi
-3.09988,114.44743,367,0.43,0.38,2026-09-22,610,N,VIIRS,h,2.0NRT,310.96,13.38,D,2026-09-22 23:57:11,Tinggi
-3.08711,111.92533,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,299.94,10.79,D,2026-09-22 23:57:11,Tinggi
-3.0664,114.01236,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,306.54,10.04,D,2026-09-22 23:57:11,Tinggi
-3.06383,113.69139,367,0.4,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,310.84,17.87,D,2026-09-22 23:57:11,Tinggi
-3.06126,114.00015,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,303.55,14.63,D,2026-09-22 23:57:11,Tinggi
-3.04906,111.86308,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,302.89,112.86,D,2026-09-22 23:57:11,Tinggi
-3.0452,112.72595,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,307.83,15.5,D,2026-09-22 23:57:11,Tinggi
-3.04183,114.4465,367,0.43,0.38,2026-09-22,610,N,VIIRS,h,2.0NRT,307.38,12.77,D,2026-09-22 23:57:11,Tinggi
-3.01879,113.98552,367,0.41,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,307.22,13.39,D,2026-09-22 23:57:11,Tinggi
-3.01416,112.83896,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.56,12.85,D,2026-09-22 23:57:11,Tinggi
-2.99818,114.05103,367,0.42,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,313.43,7.93,D,2026-09-22 23:57:11,Tinggi
-2.9976,114.05477,367,0.42,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,324.69,19.72,D,2026-09-22 23:57:11,Tinggi
-2.99589,112.38821,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,307.61,18.56,D,2026-09-22 23:57:11,Tinggi
-2.9931,112.38425,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,310.68,18.56,D,2026-09-22 23:57:11,Tinggi
-2.98207,112.38965,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,306.04,56.17,D,2026-09-22 23:57:11,Tinggi
-2.97928,112.3857,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,332.13,65.8,D,2026-09-22 23:57:11,Tinggi
-2.94853,114.76916,367,0.44,0.39,2026-09-22,610,N,VIIRS,h,2.0NRT,307.72,35.54,D,2026-09-22 23:57:11,Tinggi
-2.93907,113.14739,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,333.87,135.77,D,2026-09-22 23:57:11,Tinggi
-2.93571,113.14689,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,349.02,135.77,D,2026-09-22 23:57:11,Tinggi
-2.93434,113.1465,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,340.62,115.17,D,2026-09-22 23:57:11,Tinggi
-2.89098,112.43171,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,332.26,48.05,D,2026-09-22 23:57:11,Tinggi
-2.8307,112.62476,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,307.7,14.58,D,2026-09-22 23:57:11,Tinggi
-2.8007,112.60513,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,303.88,24.86,D,2026-09-22 23:57:11,Tinggi
-2.79893,113.03139,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,310,11.52,D,2026-09-22 23:57:11,Tinggi
-2.78903,112.82884,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,310.4,9.04,D,2026-09-22 23:57:11,Tinggi
-2.78112,114.01025,367,0.42,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,305.97,11.01,D,2026-09-22 23:57:11,Tinggi
-2.77191,114.04715,367,0.42,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,305.16,15.29,D,2026-09-22 23:57:11,Tinggi
-2.76791,112.83279,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,308.59,24.2,D,2026-09-22 23:57:11,Tinggi
-2.76731,114.05412,367,0.42,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,300.13,12.63,D,2026-09-22 23:57:11,Tinggi
-2.75983,114.05681,367,0.42,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,302.11,8.4,D,2026-09-22 23:57:11,Tinggi
-2.7546,112.77272,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,334.67,94.36,D,2026-09-22 23:57:11,Tinggi
-2.75299,112.78319,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.82,22.51,D,2026-09-22 23:57:11,Tinggi
-2.75135,113.31817,367,0.4,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,301.58,16.66,D,2026-09-22 23:57:11,Tinggi
-2.74792,112.77171,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,309.09,23.27,D,2026-09-22 23:57:11,Tinggi
-2.74644,112.80365,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.99,9.38,D,2026-09-22 23:57:11,Tinggi
-2.74297,112.78167,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,304.94,14.82,D,2026-09-22 23:57:11,Tinggi
-2.7379,112.77018,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,306.33,13.96,D,2026-09-22 23:57:11,Tinggi
-2.73605,112.73776,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,342.24,178.68,D,2026-09-22 23:57:11,Tinggi
-2.73551,112.74126,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,316.42,20.79,D,2026-09-22 23:57:11,Tinggi
-2.73271,112.73726,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,334.19,117.42,D,2026-09-22 23:57:11,Tinggi
-2.73218,112.74075,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,314.09,15.83,D,2026-09-22 23:57:11,Tinggi
-2.72801,112.99097,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,310.13,16.45,D,2026-09-22 23:57:11,Tinggi
-2.72748,112.99449,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,307.08,16.45,D,2026-09-22 23:57:11,Tinggi
-2.72694,112.99802,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.93,37.65,D,2026-09-22 23:57:11,Tinggi
-2.72466,112.99046,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,307.86,16.45,D,2026-09-22 23:57:11,Tinggi
-2.72413,112.99398,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,306.38,16.45,D,2026-09-22 23:57:11,Tinggi
-2.72359,112.9975,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,306.11,37.65,D,2026-09-22 23:57:11,Tinggi
-2.7227,112.73574,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,309.5,40.56,D,2026-09-22 23:57:11,Tinggi
-2.59766,112.16205,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,301.62,6.38,D,2026-09-22 23:57:11,Tinggi
-2.59713,112.1655,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,305.06,17.85,D,2026-09-22 23:57:11,Tinggi
-2.59381,112.165,367,0.38,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,302.11,17.85,D,2026-09-22 23:57:11,Tinggi
-2.57773,121.38006,367,0.39,0.59,2026-09-22,610,N,VIIRS,h,2.0NRT,295.58,14.21,D,2026-09-22 23:57:11,Tinggi
-2.57714,121.38372,367,0.39,0.59,2026-09-22,610,N,VIIRS,h,2.0NRT,296.5,19.44,D,2026-09-22 23:57:11,Tinggi
-2.57363,113.38155,367,0.4,0.37,2026-09-22,610,N,VIIRS,h,2.0NRT,303.39,29.47,D,2026-09-22 23:57:11,Tinggi
-2.47164,112.98302,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,307.6,18.52,D,2026-09-22 23:57:11,Tinggi
-2.47036,112.94678,367,0.39,0.36,2026-09-22,610,N,VIIRS,h,2.0NRT,338.2,216.05,D,2026-09-22 23:57:11,Tinggi
-2.34295,114.06924,367,0.42,0.38,2026-09-22,610,N,VIIRS,h,2.0NRT,302.35,15.92,D,2026-09-22 23:57:11,Tinggi
-2.18813,115.90449,367,0.51,0.41,2026-09-22,610,N,VIIRS,h,2.0NRT,303.59,11.85,D,2026-09-22 23:57:11,Tinggi
-1.87827,120.936,367,0.37,0.58,2026-09-22,610,N,VIIRS,h,2.0NRT,294.5,15.92,D,2026-09-22 23:57:11,Tinggi
-1.49073,121.20753,367,0.39,0.59,2026-09-22,610,N,VIIRS,h,2.0NRT,293.53,9.43,D,2026-09-22 23:57:11,Tinggi
-2.90674,104.60826,367,0.56,0.52,2026-09-22,612,N,VIIRS,h,2.0NRT,295.04,16.65,D,2026-09-22 23:57:11,Tinggi
-1.01294,116.88962,367,0.41,0.45,2026-09-22,612,N,VIIRS,h,2.0NRT,299.34,12.32,D,2026-09-22 23:57:11,Tinggi
-0.19442,117.41582,367,0.45,0.47,2026-09-22,612,N,VIIRS,h,2.0NRT,298.16,14.29,D,2026-09-22 23:57:11,Tinggi
0.12277,116.84137,367,0.42,0.45,2026-09-22,612,N,VIIRS,h,2.0NRT,297.77,9.86,D,2026-09-22 23:57:11,Tinggi
1.97489,117.2664,367,0.48,0.48,2026-09-22,612,N,VIIRS,h,2.0NRT,299.37,15.87,D,2026-09-22 23:57:11,Tinggi
3.07578,107.73561,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.43,12.98,D,2026-09-22 23:57:11,Tinggi
3.07642,107.73969,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.39,8.66,D,2026-09-22 23:57:11,Tinggi
3.07706,107.74375,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.65,8.66,D,2026-09-22 23:57:11,Tinggi
3.07936,107.73506,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.45,12.98,D,2026-09-22 23:57:11,Tinggi
3.07974,107.71415,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.1,9.9,D,2026-09-22 23:57:11,Tinggi
3.08,107.73913,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.36,8.66,D,2026-09-22 23:57:11,Tinggi
3.08064,107.74319,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.2,8.66,D,2026-09-22 23:57:11,Tinggi
3.08358,107.73858,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.73,16.28,D,2026-09-22 23:57:11,Tinggi
3.08691,107.71304,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.17,8.37,D,2026-09-22 23:57:11,Tinggi
3.08716,107.73802,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.27,16.28,D,2026-09-22 23:57:11,Tinggi
3.08755,107.71712,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.48,8.37,D,2026-09-22 23:57:11,Tinggi
3.09049,107.71249,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.15,8.37,D,2026-09-22 23:57:11,Tinggi
3.09074,107.73747,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.33,9.27,D,2026-09-22 23:57:11,Tinggi
3.09113,107.71657,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.3,8.37,D,2026-09-22 23:57:11,Tinggi
3.09266,107.74967,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.74,10.61,D,2026-09-22 23:57:11,Tinggi
3.09432,107.73692,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.31,9.27,D,2026-09-22 23:57:11,Tinggi
3.09496,107.74099,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.4,9.27,D,2026-09-22 23:57:11,Tinggi
3.0956,107.74506,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.61,10.61,D,2026-09-22 23:57:11,Tinggi
3.09599,107.72417,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.6,24.47,D,2026-09-22 23:57:11,Tinggi
3.09624,107.74911,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.35,10.61,D,2026-09-22 23:57:11,Tinggi
3.09663,107.72823,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.56,7.23,D,2026-09-22 23:57:11,Tinggi
3.09727,107.7323,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.23,7.23,D,2026-09-22 23:57:11,Tinggi
3.09791,107.73637,367,0.45,0.39,2026-09-22,612,N,VIIRS,h,2.0NRT,290.67,25.27,D,2026-09-22 23:57:11,Tinggi
